household_ID,dog_total,campaign_type,Strategy,ward,village,sub_village,dog_vacc_status,dogs_yes_vacc,dogs_no_vacc,vacc_card_status,number_dogs_seen,microchip_scanned_dogs_yes,microchip_scanned_dogs_no,vacc_dog_no_chip_status,dogs_vacc_cert,RegionName.y,district
RCT0825,1,continuous,3,7,18,67,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0824,2,continuous,3,7,18,67,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0823,4,continuous,3,7,18,67,yes_vacc,4,0,yes_card,4,4,NA,no,0,Mara,2
RCT0822,3,continuous,3,7,18,67,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0821,4,continuous,3,7,18,67,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0850,3,continuous,3,7,21,16,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,2
RCT0849,3,continuous,3,7,21,16,yes_vacc,2,1,yes_card,2,2,NA,no,2,Mara,2
RCT0848,5,continuous,3,7,21,16,yes_vacc,3,2,yes_card,5,3,NA,no,3,Mara,2
RCT0847,2,continuous,3,7,21,16,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,2
RCT0846,3,continuous,3,7,21,16,no_vacc,NA,3,,3,0,NA,,NA,Mara,2
RCT0845,5,continuous,3,7,21,16,yes_vacc,5,0,yes_card,5,5,NA,no,5,Mara,2
RCT0844,1,continuous,3,7,21,16,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
RCT0843,4,continuous,3,7,21,16,yes_vacc,3,1,yes_card,4,3,NA,no,3,Mara,2
RCT0842,9,continuous,3,7,21,16,yes_vacc,3,6,yes_card,9,3,NA,no,0,Mara,2
RCT0841,1,continuous,3,7,21,16,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0190,1,continuous,3,2,2,19,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0189,2,continuous,3,2,2,19,yes_vacc,2,0,unknown,2,2,NA,no,0,Mara,0
RCT0188,1,continuous,3,2,2,19,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0187,1,continuous,3,2,2,19,yes_vacc,1,0,yes_card,1,0,NA,no,1,Mara,0
RCT0186,2,continuous,3,2,2,19,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0185,3,continuous,3,2,2,19,yes_vacc,2,1,yes_card,3,2,NA,no,2,Mara,0
RCT0184,1,continuous,3,2,2,19,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0183,1,continuous,3,2,2,19,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0182,1,continuous,3,2,2,19,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0210,3,continuous,3,2,2,2,yes_vacc,3,0,yes_card,3,0,NA,no,3,Mara,0
RCT0181,3,continuous,3,2,2,19,yes_vacc,3,0,yes_card,1,1,NA,no,3,Mara,0
RCT0209,2,continuous,3,2,2,2,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0208,2,continuous,3,2,2,2,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0200,2,continuous,3,2,2,25,yes_vacc,2,0,yes_card,0,0,NA,no,2,Mara,0
RCT0207,2,continuous,3,2,2,2,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0199,2,continuous,3,2,2,25,yes_vacc,2,0,no_card,2,2,NA,no,0,Mara,0
RCT0198,1,continuous,3,2,2,25,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT0206,1,continuous,3,2,2,2,yes_vacc,1,0,no_card,0,0,NA,no,0,Mara,0
RCT0205,2,continuous,3,2,2,2,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,0
RCT0197,1,continuous,3,2,2,25,no_vacc,NA,1,,1,0,NA,,NA,Mara,0
RCT0204,2,continuous,3,2,2,2,yes_vacc,1,1,no_card,1,0,NA,no,0,Mara,0
RCT0196,1,continuous,3,2,2,25,yes_vacc,1,0,yes_card,1,1,NA,no,0,Mara,0
RCT0203,1,continuous,3,2,2,2,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,0
RCT0195,4,continuous,3,2,2,25,yes_vacc,2,2,yes_card,4,2,NA,no,2,Mara,0
RCT0202,1,continuous,3,2,2,2,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,0
RCT0194,2,continuous,3,2,2,25,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,0
RCT0193,2,continuous,3,2,2,25,yes_vacc,1,1,yes_card,1,0,NA,no,1,Mara,0
RCT0201,2,continuous,3,2,2,2,yes_vacc,2,0,no_card,2,2,NA,no,0,Mara,0
RCT0192,1,continuous,3,2,2,25,yes_vacc,1,0,yes_card,0,0,NA,no,1,Mara,0
RCT0191,1,continuous,3,2,2,25,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,0
RCT1262,1,pulse,0,3,6,119,yes_vacc,1,0,yes_card,1,1,1,yes,1,Mara,1
RCT1261,2,pulse,0,3,6,119,yes_vacc,2,0,yes_card,1,2,NA,no,2,Mara,1
RCT1260,1,pulse,0,3,6,119,no_vacc,NA,1,,1,1,NA,,NA,Mara,1
RCT1259,2,pulse,0,3,6,119,yes_vacc,2,1,yes_card,2,1,1,yes,1,Mara,1
RCT1258,2,pulse,0,3,6,119,yes_vacc,2,1,yes_card,2,1,NA,no,1,Mara,1
RCT1257,1,pulse,0,3,6,119,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1256,1,pulse,0,3,6,119,no_vacc,NA,1,,1,1,NA,,NA,Mara,1
RCT1255,6,pulse,0,3,6,119,yes_vacc,2,0,yes_card,2,1,NA,no,2,Mara,1
RCT1254,1,pulse,0,3,6,119,yes_vacc,1,0,yes_card,1,0,1,yes,1,Mara,1
RCT1232,1,pulse,0,3,6,119,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1242,1,pulse,0,3,6,126,yes_vacc,1,0,no_card,1,1,NA,no,0,Mara,1
RCT1241,4,pulse,0,3,6,126,yes_vacc,2,2,yes_card,3,0,NA,no,2,Mara,1
RCT1252,1,pulse,0,3,6,124,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1251,3,pulse,0,3,6,124,yes_vacc,3,0,yes_card,3,1,NA,no,3,Mara,1
RCT1250,1,pulse,0,3,6,124,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1249,1,pulse,0,3,6,124,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1248,1,pulse,0,3,6,124,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1247,3,pulse,0,3,6,124,yes_vacc,1,2,yes_card,3,1,NA,no,1,Mara,1
RCT1246,1,pulse,0,3,6,124,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,1
RCT1245,1,pulse,0,3,6,124,no_vacc,NA,1,,1,0,NA,,NA,Mara,1
RCT1244,7,pulse,0,3,6,124,yes_vacc,1,0,yes_card,7,1,NA,no,1,Mara,1
RCT1243,2,pulse,0,3,6,124,yes_vacc,1,1,yes_card,2,1,NA,no,1,Mara,1
RCT0860,2,continuous,3,7,21,36,yes_vacc,2,0,yes_card,2,2,NA,no,2,Mara,2
RCT0859,5,continuous,3,7,21,36,yes_vacc,2,3,yes_card,5,2,NA,no,2,Mara,2
RCT0858,3,continuous,3,7,21,36,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0857,2,continuous,3,7,21,36,no_vacc,NA,2,,2,0,NA,,NA,Mara,2
RCT0856,3,continuous,3,7,21,36,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0855,1,continuous,3,7,21,36,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0854,1,continuous,3,7,21,36,yes_vacc,1,0,yes_card,1,1,NA,no,1,Mara,2
RCT0853,3,continuous,3,7,21,36,yes_vacc,3,0,yes_card,3,3,NA,no,3,Mara,2
RCT0852,1,continuous,3,7,21,36,no_vacc,NA,1,,1,0,NA,,NA,Mara,2
